species,height,canopy,leafarea,wood,lma,lwr
acaulos,10.43105825,1559.133639,18.237299,0.525788,0.034991197,2.936794047
acaulos,10.31924352,1663.044383,9.648922182,0.516617,0.034688511,4.792549001
acaulos,14.93974622,1275.540222,14.65032064,0.541269,0.032339445,3.979068636
acaulos,10.30878934,1717.791939,16.45632669,0.553498,0.027058273,4.879573867
acaulos,13.94417437,1856.847331,16.45245318,0.546757,0.032925796,3.544419839
acaulos,11.22773911,718.9263923,16.28485634,0.561082,0.029028753,3.288961978
acaulos,9.252307811,2180.728662,9.79174571,0.566512,0.032203877,4.860680283
acaulos,10.07435686,1446.120196,14.38883407,0.548182,0.034096949,3.633702177
acaulos,10.0252926,2020.137899,18.42256041,0.570982,0.029304633,4.958649448
acaulos,10.46541459,1747.276413,12.12627374,0.545894,0.035303323,2.7909379
acaulos,11.57322789,1904.403834,13.74962937,0.551809,0.027693383,2.559265193
acaulos,10.78246829,1348.356736,12.37777528,0.547417,0.035212332,4.913367579
acaulos,12.92381435,3751.074201,15.72845264,0.577339,0.031941613,3.404861395
acaulos,11.29476192,342.5963675,12.47367486,0.572221,0.03417967,4.6241798
acaulos,10.84514664,1166.82637,19.05890182,0.563349,0.035165455,3.060383291
acaulos,10.23747981,2206.575054,16.429631,0.574250,0.030799012,4.106870469
acaulos,11.20540619,769.4191833,16.09911931,0.561479,0.032330568,3.714092638
acaulos,9.856479328,2460.741157,11.83263002,0.573024,0.029866919,4.134219713
acaulos,12.19347042,1672.366043,12.38506033,0.552934,0.031607321,2.823516374
acaulos,8.239616008,1950.363698,12.81232445,0.567037,0.02820182,4.37362707
acaulos,10.37913765,1247.202777,12.98077081,0.536034,0.031341118,2.723453267
acaulos,10.40768333,2715.570833,12.16292235,0.556877,0.032224523,3.074863498
acaulos,12.17118833,2003.863314,12.34643373,0.541120,0.030879841,2.786738011
acaulos,13.37338905,2271.621771,11.52640948,0.527954,0.03269982,2.747645641
acaulos,9.443895653,2212.749467,13.45098436,0.545648,0.030106514,3.639212756
acaulos,11.27847065,1664.605661,16.8834787,0.564022,0.027733092,2.763472381
acaulos,10.934861,1009.059337,12.1663133,0.562197,0.035145043,3.270802009
acaulos,9.707947321,1409.618803,12.25152652,0.552212,0.029809737,2.28199835
acaulos,11.73686799,1776.098701,10.34935973,0.567508,0.031736153,2.740562063
acaulos,8.420920586,758.703371,10.95001465,0.548572,0.030160971,2.840450064
acaulos,8.936319957,374.274354,13.5813056,0.532782,0.029647921,3.228529054
acaulos,11.9794469,1498.615266,15.23300264,0.578719,0.031203466,3.206379379
acaulos,10.93494624,5413.188246,13.08541132,0.546293,0.031252026,4.502935848
acaulos,9.726151893,2480.842614,16.87386555,0.545623,0.033299676,4.713534045
acaulos,13.83374072,1926.487067,16.89873516,0.541328,0.030805645,5.067265859
acaulos,10.60173505,2457.763872,15.59000644,0.565141,0.035280626,2.753459143
acaulos,11.88036095,1481.580636,11.83665707,0.536985,0.029619638,4.237377789
acaulos,9.510048587,1293.061289,11.73873434,0.527653,0.029259314,4.417430355
acaulos,13.73915363,1038.13709,16.15819218,0.538337,0.032114533,2.888741041
acaulos,10.20325047,3729.941593,12.57641033,0.543362,0.031112457,3.754563044
acaulos,9.263944378,711.3765696,16.62797798,0.522887,0.032835398,3.731561843
acaulos,11.70271981,2551.856124,11.92715845,0.528239,0.032901272,2.202594366
acaulos,11.78125584,1381.026968,11.98016443,0.582311,0.02920442,3.206790195
acuminata,125.0980818,10474.32356,2.599757045,0.566639,0.03499825,15.41019526
acuminata,132.2267244,15244.76537,2.595803408,0.571782,0.034733081,15.41168822
acuminata,126.0327102,11371.5776,2.69812248,0.590629,0.035194595,15.33369723
acuminata,120.5793852,15474.95782,2.606974985,0.582052,0.035260006,15.17111638
acuminata,121.2873343,7163.534584,2.635433463,0.585579,0.035052022,15.36713652
acuminata,129.0117844,9272.969217,2.643407506,0.586380,0.035458974,15.38391307
acuminata,125.5864792,10383.82383,2.632256602,0.576486,0.033949441,15.2112918
acuminata,129.3812997,8760.713512,2.695631603,0.582636,0.03495269,15.36048489
acuminata,118.3137954,11280.82362,2.672236552,0.588421,0.035325416,15.44705389
acuminata,139.2839438,10109.1724,2.654705965,0.579958,0.035831401,15.24141523
acuminata,125.4619223,9386.907343,2.607891754,0.583887,0.035398589,15.42174671
acuminata,116.1665546,16868.77438,2.569499204,0.579473,0.035612386,15.18379519
acuminata,134.0956505,8595.939216,2.641774878,0.576438,0.034684329,15.27923405
acuminata,123.9817872,7153.308876,2.717113296,0.584500,0.035474638,15.40621997
acuminata,128.5243804,16774.5425,2.705503629,0.576528,0.034989682,15.27125438
acuminata,138.6455713,7852.471637,2.596799401,0.585008,0.035373821,15.30241485
acuminata,121.5140707,10902.76121,2.568098132,0.585194,0.035777616,15.4137449
acuminata,127.1969165,5927.145409,2.70590809,0.576298,0.034431056,15.44836214
acuminata,122.5343746,11613.65249,2.647157536,0.572444,0.034922331,15.31241612
acuminata,123.0800943,7496.644793,2.6458511,0.568047,0.035030995,15.25490023
acuminata,131.2252714,10619.20464,2.655100733,0.574248,0.035922248,15.42349704
acuminata,131.0036969,6555.516565,2.650994082,0.576602,0.034793951,15.34446924
acuminata,127.7987993,13746.33639,2.600514383,0.575578,0.035019085,15.36387856
acuminata,114.9979455,9002.012812,2.661025871,0.573035,0.034918083,15.33813895
acuminata,115.9413721,10894.23387,2.683445508,0.581417,0.035014078,15.44167958
acuminata,143.3960429,10511.67524,2.617338719,0.575315,0.034230147,15.33581278
acuminata,130.8259263,10064.86796,2.587355396,0.571299,0.03503497,15.43320388
acuminata,130.6241512,15287.27542,2.581321299,0.581705,0.034361831,15.38106118
acuminata,141.6898063,10208.39681,2.713517899,0.587504,0.034839125,15.32583898
acuminata,134.6338343,11143.69249,2.581044826,0.579857,0.034794231,15.1443391
acuminata,127.3285432,11808.48983,2.657349688,0.573401,0.034541051,15.20157544
acuminata,125.984306,13019.44592,2.6284482,0.567892,0.034365527,15.4341099
acuminata,135.0426474,11843.72569,2.696086663,0.589871,0.035821352,15.31825218
acuminata,120.3937764,17361.46773,2.642283963,0.580779,0.035807713,15.14522468
acuminata,139.8823989,9654.224686,2.578236466,0.582556,0.035313241,15.26142964
acuminata,122.8549617,8669.793693,2.709635745,0.582544,0.035255091,15.21279504
acuminata,132.473459,11067.45398,2.735100315,0.591540,0.03486058,15.15277947
acuminata,125.5919848,15164.59088,2.60175656,0.588826,0.035036588,15.32954135
acuminata,120.7386396,14278.15232,2.673047504,0.570736,0.034986248,15.41938449
acuminata,129.4704811,10630.35538,2.674543307,0.584156,0.034866186,15.45127187
acuminata,124.8935417,8742.780098,2.698530874,0.576431,0.035694876,15.25741484
acuminata,131.2873104,10171.13889,2.699150053,0.567464,0.035613722,15.19932882
acuminata,133.519798,8430.801971,2.67017489,0.580738,0.034591086,15.17472132
acuminata,130.7129212,12284.33898,2.681527185,0.580019,0.035266888,15.20154351
acuminata,138.7423177,9373.571409,2.646656827,0.575069,0.035366667,15.38786092
acuminata,132.9998381,12359.91726,2.66442359,0.576501,0.03562704,15.22094261
acuminata,122.180938,15571.66873,2.625682754,0.584682,0.034879866,15.47437008
acuminata,120.4811421,12268.42516,2.579872084,0.581741,0.034569419,15.1511202
acuminata,129.3836817,12790.34601,2.627090861,0.575611,0.034085887,15.33921501
acuminata,125.7716342,11930.20951,2.618382486,0.570000,0.034088577,15.14750965
acuminata,132.5058606,10887.02624,2.753581622,0.580337,0.035299263,15.24424328
acuminata,133.3623169,9644.511178,2.694443418,0.579619,0.034365363,15.36060798
acuminata,136.9487664,10329.38096,2.69941511,0.574512,0.035467996,15.34364848
acuminata,124.9320915,10306.86301,2.689828082,0.569696,0.034330654,15.29288587
acuminata,137.172416,11775.69053,2.608914666,0.575768,0.03434881,15.45152157
acuminata,126.970762,13707.05111,2.603689863,0.579806,0.035239624,15.44383271
acuminata,125.7164343,9840.604973,2.618144553,0.568448,0.035382027,15.24938431
acuminata,134.0400422,13537.72703,2.662870886,0.583407,0.033944954,15.28102309
acuminata,132.0856047,6988.909911,2.59426212,0.589617,0.035682068,15.23504555
acuminata,127.432827,9065.433541,2.713761623,0.591938,0.035091704,15.33372025
acuminata,124.020944,8013.335344,2.751942544,0.571183,0.03472755,15.23631287
acuminata,131.916324,10488.90852,2.682067727,0.580701,0.035084881,15.32765208
acuminata,133.2610066,8842.359291,2.582755866,0.575987,0.035357104,15.22532376
acuminata,119.9016449,8120.944001,2.654432031,0.577776,0.034936062,15.31926079
acuminata,121.0093267,11376.4321,2.718595753,0.577802,0.034035543,15.35106721
acuminata,129.5907809,10044.3109,2.666528001,0.577244,0.03470364,15.25321662
acuminata,127.2786789,10175.79952,2.716342999,0.578338,0.035299625,15.35713131
acuminata,122.3593322,8984.433037,2.627986737,0.569310,0.034390721,15.30454661
acuminata,121.3890328,6124.124196,2.668779801,0.576333,0.034770484,15.14422561
acuminata,129.9101895,12865.47813,2.71842105,0.583770,0.035536202,15.35695003
acuminata,125.0791976,12078.57717,2.649934464,0.579489,0.034556478,15.31808633
acuminata,129.9475844,8208.955593,2.670563667,0.580254,0.035861344,15.23695403
acuminata,135.0083843,9448.330872,2.66465293,0.578334,0.034723309,15.29035698
acuminata,133.6043011,8830.040466,2.705374654,0.566654,0.034721703,15.31437884
acuminata,126.2091666,10777.39323,2.724315079,0.571418,0.034361957,15.38024313
acuminata,128.7893487,12702.32112,2.684973786,0.580131,0.035123258,15.25851572
acuminata,119.4872192,10675.49671,2.590925814,0.573580,0.035112005,15.32869125
acuminata,120.1738418,6380.823892,2.715124704,0.586442,0.035135907,15.30997047
acuminata,132.0376624,8702.042085,2.588760038,0.588311,0.036055837,15.26476462
acuminata,122.8230777,10097.30719,2.66453027,0.583471,0.03471909,15.30389492
acuminata,132.4226171,8691.849051,2.593003465,0.570421,0.034832338,15.30024315
acuminata,133.6458072,11969.59725,2.764678086,0.585547,0.03594775,15.43784343
acuminata,126.5987338,12474.15648,2.695901967,0.571295,0.035101733,15.38147537
acuminata,140.2400448,6462.864576,2.663033451,0.587637,0.035129464,15.35157746
acuminata,117.1398053,12605.3906,2.655710387,0.578059,0.035063717,15.36524457
acuminata,134.2055909,7653.689034,2.557841804,0.580729,0.035084751,15.25173322
acuminata,133.4743807,13023.98778,2.746279324,0.576278,0.034354771,15.31047752
acuminata,115.278017,9272.229396,2.676398049,0.571746,0.035049795,15.36673614
acuminata,140.7510981,7278.17067,2.655659275,0.582886,0.03551387,15.2632584
acuminata,127.6530787,12190.47292,2.671385233,0.579902,0.034124539,15.39501909
acuminata,127.7620659,10603.13256,2.766954186,0.565725,0.034727645,15.25794935
acuminata,128.0370099,10205.25101,2.653213772,0.588935,0.034940016,15.34796909
acuminata,125.4861929,8680.22465,2.60676371,0.586183,0.034597994,15.28751215
acuminata,131.4234027,10366.27335,2.655139597,0.575840,0.034601108,15.34302472
acuminata,129.9393938,13763.42004,2.558121836,0.581207,0.03518487,15.25957078
acuminata,124.5479471,12369.15302,2.635502882,0.575373,0.034894171,15.22710954
acuminata,122.3347324,16060.72319,2.727193823,0.570332,0.034725245,15.19600689
acuminata,127.8763141,8632.741608,2.694686181,0.582874,0.035107113,15.16506835
acuminata,127.6383515,10126.12047,2.73323528,0.578288,0.034704554,15.26090218
acuminata,125.0290114,11643.38512,2.633782234,0.585660,0.034875148,15.44895867
amplexicaulis,56.91813053,11771.68678,12.05335753,0.500443,0.021988613,1.942271911
amplexicaulis,50.48655596,9418.767867,14.21966452,0.500488,0.020962464,2.012494924
amplexicaulis,58.09541013,10304.21835,13.74798465,0.500475,0.022109122,2.047506584
amplexicaulis,56.69805617,9307.95949,14.04472054,0.500463,0.020126524,2.062877825
amplexicaulis,49.70073208,8595.699536,11.9841702,0.500472,0.02213788,2.0118576
amplexicaulis,53.82346853,8907.308027,13.99651739,0.500479,0.022001113,1.966289078
amplexicaulis,55.13554424,8599.683203,13.40531699,0.500463,0.021548382,2.017672846
amplexicaulis,52.29583137,7207.109614,13.55089551,0.500455,0.020442105,2.072621741
amplexicaulis,51.80932403,7983.189386,14.05032989,0.500479,0.021210069,2.03956498
amplexicaulis,50.19614778,10575.62152,14.50761433,0.500460,0.020809402,1.978440267
amplexicaulis,51.63092594,7613.912164,12.2599114,0.500472,0.020745008,1.997575785
amplexicaulis,54.5521062,8058.570082,14.09844434,0.500467,0.021247851,1.995607177
amplexicaulis,54.08298231,7357.193383,15.19358907,0.500470,0.021174514,2.054255165
amplexicaulis,51.24775844,9079.087247,13.43967876,0.500484,0.021337528,1.969045621
amplexicaulis,55.51938474,9385.010359,13.54451022,0.500460,0.021024932,1.966699308
amplexicaulis,53.56532684,9807.505903,12.60575648,0.500463,0.020286808,1.988740428
amplexicaulis,52.80998455,7944.836611,13.92551377,0.500476,0.020580935,1.979773351
amplexicaulis,55.7882465,9377.859102,13.33133927,0.500468,0.022197772,1.965485116
amplexicaulis,53.88669622,8444.420784,13.17681113,0.500456,0.021743308,2.013467132
amplexicaulis,53.19634608,8765.31826,13.32238109,0.500481,0.020584345,1.928880312
amplexicaulis,49.90448293,11069.17671,14.0338232,0.500461,0.02188754,1.99412704
amplexicaulis,51.01336368,9331.697116,13.51402904,0.500471,0.020306802,1.977153493
amplexicaulis,52.39369425,7538.372417,13.01734844,0.500474,0.022069728,2.00970524
amplexicaulis,55.69630811,6883.45719,13.24397651,0.500444,0.02089341,1.966418045
amplexicaulis,51.83924769,10832.86618,14.86318671,0.500468,0.020709782,2.047548156
amplexicaulis,52.31847003,9710.408401,12.65777852,0.500449,0.020869298,2.028208615
amplexicaulis,52.6524375,9462.09342,13.04515968,0.500467,0.02162697,1.965791183
amplexicaulis,53.66804974,5867.391951,12.10658134,0.500456,0.020884063,1.984735053
amplexicaulis,56.73970828,7335.199004,12.27804789,0.500472,0.021269231,2.057350028
amplexicaulis,49.89140622,6472.699077,12.89961266,0.500482,0.021898966,1.983354714
amplexicaulis,55.99277221,9326.805468,12.60158014,0.500470,0.021491191,1.970726605
amplexicaulis,54.25733119,12791.15724,13.8563185,0.500486,0.020132199,2.052958368
amplexicaulis,52.13166848,6316.561402,14.45196849,0.500451,0.020503484,1.986147569
amplexicaulis,55.2716197,6666.752412,13.42746716,0.500462,0.020752149,1.984542488
amplexicaulis,49.80969885,7161.725361,13.54423968,0.500473,0.021861885,1.992978914
amplexicaulis,49.38553639,7861.815084,13.94967459,0.500465,0.020874187,2.012931546
amplexicaulis,52.28250686,7618.546863,14.15700765,0.500468,0.020805572,2.058563886
amplexicaulis,48.85188183,11463.45714,13.94669982,0.500462,0.021926788,2.02193094
amplexicaulis,52.2986718,13052.60941,14.40389829,0.500464,0.021131583,1.977400594
amplexicaulis,53.6249649,7134.967912,14.26939478,0.500482,0.021499806,2.000834645
amplexicaulis,51.30611356,10502.39776,12.22638071,0.500454,0.020539297,2.041745152
amplexicaulis,51.57689028,10666.68733,12.40797479,0.500485,0.020669514,1.990985311
amplexicaulis,54.13918997,9739.832999,13.53491228,0.500456,0.021624844,2.077679266
amplexicaulis,53.89806747,5387.423747,13.7406614,0.500465,0.020896465,2.04635144
amplexicaulis,56.7792205,5731.273656,13.45281893,0.500474,0.021531051,1.968558659
amplexicaulis,54.38500161,9082.51105,14.08053784,0.500468,0.021317559,2.040374086
amplexicaulis,54.27633152,6699.809932,13.70037539,0.500488,0.020774728,1.995045125
amplexicaulis,49.38094108,9499.840897,13.9073382,0.500458,0.021643828,2.019999582
amplexicaulis,54.116979,8782.970413,14.11633209,0.500470,0.02159504,1.974875727
amplexicaulis,51.68302369,6585.065447,13.09434321,0.500466,0.021301918,1.980423621
amplexicaulis,53.24785217,12790.84989,12.12183595,0.500450,0.021465816,2.027115736
amplexicaulis,53.39967561,7492.808531,12.29683791,0.500449,0.022123375,2.018550466
amplexicaulis,52.31536046,11113.3186,13.63396563,0.500458,0.020758533,2.031284404
amplexicaulis,51.65542681,6147.299841,12.34939748,0.500465,0.020957687,2.006499377
amplexicaulis,55.77786678,9041.518301,12.7079088,0.500447,0.02017088,2.025605608
amplexicaulis,52.12231063,8610.79138,13.13231931,0.500481,0.020692254,2.051268292
amplexicaulis,53.51506247,8455.751939,14.56284723,0.500460,0.020490418,1.973158822
amplexicaulis,53.24641382,7706.211354,13.76661742,0.500485,0.021292083,2.011597992
amplexicaulis,53.26968327,10474.21028,13.86496634,0.500449,0.021543721,1.969566133
amplexicaulis,53.61929384,6441.154908,14.37075141,0.500468,0.021877413,2.026832541
amplexicaulis,53.64586909,7102.115459,12.83368122,0.500462,0.021200351,2.026168966
amplexicaulis,52.00825776,7608.869156,13.12980059,0.500458,0.021412625,2.01418972
amplexicaulis,51.00468965,7343.994012,13.81855401,0.500442,0.020573863,2.003030979
amplexicaulis,53.43285795,7043.225537,13.97677047,0.500452,0.021290773,2.054841906
amplexicaulis,51.56546907,6946.230684,14.37316176,0.500450,0.021090161,1.989164059
amplexicaulis,51.9934503,7227.650436,14.03134155,0.500460,0.020530597,2.039151887
amplexicaulis,57.39779127,12868.50559,12.54865918,0.500478,0.022278327,1.979784267
amplexicaulis,53.85309839,6473.492009,13.76964646,0.500472,0.022183892,1.979821661
amplexicaulis,50.17008401,8987.505236,13.19852681,0.500471,0.020819347,2.008389677
amplexicaulis,58.22084105,9764.008641,14.22297803,0.500452,0.021391615,1.957886781
amplexicaulis,51.96440042,10610.43292,12.18441271,0.500481,0.020746108,1.959341977
amplexicaulis,53.23493206,6848.060916,12.56642479,0.500478,0.021520708,2.03184219
amplexicaulis,56.17055575,8638.3044,12.86258015,0.500467,0.020933207,2.086275653
amplexicaulis,52.97991693,8701.550669,13.88535127,0.500446,0.021857608,1.991635798
amplexicaulis,51.38884831,8426.653448,13.29696582,0.500453,0.021770101,1.990617702
amplexicaulis,53.42621056,6502.560745,14.92337214,0.500466,0.02030707,1.946403493
amplexicaulis,56.93009154,7719.35439,14.0419238,0.500473,0.021131352,1.986142938
amplexicaulis,55.73995097,9581.548744,12.31637897,0.500478,0.021242074,2.062161088
amplexicaulis,57.65629312,8038.51516,14.24203997,0.500474,0.021170369,2.006551649
amplexicaulis,50.67656441,9232.902002,12.63561459,0.500463,0.021690096,1.953279222
amplexicaulis,55.01279597,10933.29582,14.66759889,0.500459,0.020520894,2.014708217
amplexicaulis,54.34155911,10399.63558,13.67508764,0.500480,0.021569265,1.935429025
amplexicaulis,56.11044206,8358.436397,11.95267512,0.500465,0.021149417,2.020993858
amplexicaulis,49.17977597,12660.47846,13.2462608,0.500487,0.021411711,1.99901101
amplexicaulis,53.43660849,8531.65252,14.70684388,0.500454,0.020481652,2.028851397
amplexicaulis,51.6007452,9010.909952,12.38855681,0.500488,0.02228419,2.007523421
amplexicaulis,55.965271,12177.69024,13.55217072,0.500457,0.021088558,2.03521947
amplexicaulis,57.40947143,9555.003908,13.80252174,0.500478,0.021135069,1.927511395
amplexicaulis,49.88315441,7372.332487,13.52104686,0.500458,0.021493789,2.018855806
amplexicaulis,51.01877407,10678.18778,13.46215929,0.500456,0.020980168,2.048426182
amplexicaulis,54.3397571,10739.16828,13.57547337,0.500447,0.02142479,1.967860983
amplexicaulis,51.77046431,10892.72244,12.61516771,0.500474,0.021280216,2.012124746
amplexicaulis,50.20147804,7177.478113,13.74018715,0.500467,0.021102818,2.021120018
amplexicaulis,53.92213661,7700.293481,13.09161568,0.500447,0.02058714,2.056629442
amplexicaulis,53.76731003,5092.779254,14.05987283,0.500457,0.021614084,2.026784784
amplexicaulis,54.19330851,7158.35212,12.20914841,0.500485,0.020519961,2.030870415
amplexicaulis,53.3992649,7919.597244,14.26884077,0.500458,0.020933377,1.9389534
amplexicaulis,55.90475891,7271.959285,14.94645896,0.500461,0.021799881,1.938121041
amplexicaulis,56.75566046,7442.762763,13.84072507,0.500461,0.021844105,1.938267925
amplexicaulis,55.85763302,8609.025924,15.20263974,0.500464,0.021812888,1.989211655
aureaaurea,220.4032442,5049.620027,17.04990163,0.530599,0.021449219,2.793463804
aureaaurea,197.445827,4523.948608,16.23440293,0.527350,0.02028699,2.778093329
aureaaurea,195.9597381,5689.409434,15.00075556,0.533764,0.020772297,2.795676209
aureaaurea,203.2914042,2831.028463,15.78144417,0.531011,0.021346049,2.776040378
aureaaurea,207.6840726,8370.908881,17.6525341,0.535464,0.019829378,2.815636448
aureaaurea,200.0108816,5914.240351,17.06483669,0.534894,0.020786487,2.732577505
aureaaurea,214.2791339,5533.14722,15.57255079,0.537192,0.021832624,2.700707707
aureaaurea,233.2589449,5279.484652,17.83191319,0.536774,0.019546245,2.739299917
aureaaurea,213.1435268,3908.706415,16.33221935,0.532091,0.019489093,2.904055242
aureaaurea,224.2213555,4567.457873,18.19224437,0.528164,0.020138748,2.781015098
aureaaurea,209.3826078,7819.381828,18.51949523,0.534418,0.020752393,2.668161454
aureaaurea,217.643377,5979.319177,17.93337539,0.527006,0.020867855,2.794500695
aureaaurea,233.8105809,2259.396643,15.60380815,0.530176,0.020824311,2.758634714
aureaaurea,225.0809269,3077.917994,17.41464291,0.529633,0.020380352,2.938058646
aureaaurea,211.6648771,4863.972623,16.90447588,0.527400,0.021700754,2.793055172
aureaaurea,206.3462733,6754.927548,17.33001675,0.531903,0.021631993,2.869033405
aureaaurea,230.3576744,6902.106928,16.99299483,0.532760,0.021875698,2.808138633
aureaaurea,214.5343891,4067.592151,16.7689084,0.529609,0.019950485,2.732626548
aureaaurea,211.8060621,7071.709881,15.19071785,0.534633,0.020623503,2.818683266
aureaaurea,212.3253145,3617.82956,15.35802241,0.530576,0.020694317,2.707045996
aureaaurea,210.3065479,7038.946752,16.77902897,0.532111,0.020276127,2.733965355
aureaaurea,225.8283404,9998.585938,17.07159667,0.535748,0.020996312,2.887509507
aureaaurea,213.2664902,5814.662047,17.11278866,0.530392,0.021363728,2.769710464
aureaaurea,205.3392287,2654.368763,17.62104914,0.535649,0.021539094,2.724019261
aureaaurea,231.631674,8160.75637,18.10787832,0.533536,0.021743423,2.849700623
aureaaurea,217.9503292,4351.641512,16.80193788,0.537636,0.01943532,2.773937698
aureaaurea,208.0973559,7350.325513,16.91521969,0.535313,0.021672192,2.829147455
aureaaurea,203.6473632,4240.213603,17.83563217,0.535030,0.020588589,2.661423521
aureaaurea,229.2845739,7672.776068,18.55175382,0.531590,0.020829099,2.751799903
aureaaurea,210.4214795,4916.723016,17.10598795,0.524347,0.020849206,2.736284538
aureaaurea,201.2913196,3745.629127,16.12058437,0.536601,0.020838211,2.805432782
aureaaurea,207.0455118,6500.226429,17.18037963,0.532663,0.022033507,2.70177673
aureaaurea,221.3744926,5781.78574,16.15451079,0.538202,0.021246732,2.944285347
aureaaurea,190.5635359,5366.529477,16.42327775,0.528240,0.021097433,2.77623559
aureaaurea,216.2774285,4020.586795,18.38270133,0.533221,0.020281762,2.762296537
aureaaurea,229.6538684,4495.926426,17.64108344,0.531067,0.020570606,2.749338557
aureaaurea,220.061513,4010.749536,18.07767365,0.538487,0.021707383,2.75262978
aureaaurea,205.330691,5613.727929,16.36032561,0.531373,0.020738507,2.717412914
aureaaurea,224.6327971,5700.057719,15.51582677,0.530270,0.021150498,2.78581912
